,label,dim_0,dim_1,layer,fold,text,iteration
341,Moscow,-0.20186589658260345,-1.0624182224273682,output,dev,What is the capital and largest city of russia,100
342,London,-0.8699257373809814,-0.5937697291374207,average,dev,What is the capital and largest city of england,100
343,London,-0.36404889822006226,-0.498809278011322,output,dev,What is the capital and largest city of england,100
344,Rouble,-0.3169957995414734,-0.0005153566598892212,average,dev,What 's the currency in russia,100
345,Rouble,0.5931552648544312,-0.12614044547080994,output,dev,What 's the currency in russia,100
346,Pound,0.9461849927902222,0.25779426097869873,average,dev,What 's the currency in england,100
347,Pound,0.6128265261650085,0.6674391031265259,output,dev,What 's the currency in england,100
348,Moscow,0.15582755208015442,-0.33850663900375366,average,dev,What 's the capital of russia,100
349,Moscow,-0.2581821084022522,-1.2541487216949463,output,dev,What 's the capital of russia,100
350,London,1.419008493423462,-0.08019697666168213,average,dev,What 's the capital of england,100
351,London,-0.21999062597751617,-0.6387125849723816,output,dev,What 's the capital of england,100
352,Rouble,-4.528397560119629,0.23375602066516876,average,train,What is this currency of russia,110
353,Rouble,0.5667318105697632,-0.08561911433935165,output,train,What is this currency of russia,110
354,Pound,-3.265216588973999,0.4920657277107239,average,train,What is this currency of england,110
355,Pound,0.38919705152511597,0.7645442485809326,output,train,What is this currency of england,110
356,Moscow,-4.022395133972168,-1.077804446220398,average,train,What is this capital of russia,110
357,Moscow,-0.16793011128902435,-1.0323431491851807,output,train,What is this capital of russia,110
358,London,-2.759214162826538,-0.8194947242736816,average,train,What is this capital of england,110
359,London,-0.36093437671661377,-0.3985520601272583,output,train,What is this capital of england,110
360,Rouble,0.8471524715423584,-0.6671013832092285,average,train,What 's russia 's currency,110
361,Rouble,0.5901471972465515,0.15351717174053192,output,train,What 's russia 's currency,110
362,Pound,2.1103334426879883,-0.40879178047180176,average,train,What 's england 's currency,110
363,Pound,0.6508090496063232,0.9631971120834351,output,train,What 's england 's currency,110
364,Moscow,1.3531548976898193,-1.9786620140075684,average,train,What 's russia 's capital,110
365,Moscow,-0.3922252655029297,-0.9606091380119324,output,train,What 's russia 's capital,110
366,London,2.616335868835449,-1.720352292060852,average,train,What 's england 's capital,110
367,London,-0.4715905785560608,-0.23136284947395325,output,train,What 's england 's capital,110
368,Rouble,-2.6059298515319824,-0.5140880346298218,average,dev,What currency is used in russia,110
369,Rouble,0.4857964515686035,-0.12122786045074463,output,dev,What currency is used in russia,110
370,Pound,-1.3427491188049316,-0.255778431892395,average,dev,What currency is used in england,110
371,Pound,0.14067959785461426,0.5538023114204407,output,dev,What currency is used in england,110
372,Moscow,-2.1331069469451904,-0.8520793318748474,average,dev,What is the capital and largest city of russia,110
373,Moscow,-0.20186589658260345,-1.0624182224273682,output,dev,What is the capital and largest city of russia,110
374,London,-0.8699257373809814,-0.5937697291374207,average,dev,What is the capital and largest city of england,110
375,London,-0.36404889822006226,-0.498809278011322,output,dev,What is the capital and largest city of england,110
376,Rouble,-0.3169957995414734,-0.0005153566598892212,average,dev,What 's the currency in russia,110
377,Rouble,0.5931552648544312,-0.12614044547080994,output,dev,What 's the currency in russia,110
378,Pound,0.9461849927902222,0.25779426097869873,average,dev,What 's the currency in england,110
379,Pound,0.6128265261650085,0.6674391031265259,output,dev,What 's the currency in england,110
380,Moscow,0.15582755208015442,-0.33850663900375366,average,dev,What 's the capital of russia,110
381,Moscow,-0.2581821084022522,-1.2541487216949463,output,dev,What 's the capital of russia,110
382,London,1.419008493423462,-0.08019697666168213,average,dev,What 's the capital of england,110
383,London,-0.21999062597751617,-0.6387125849723816,output,dev,What 's the capital of england,110
384,Rouble,-4.528397560119629,0.23375602066516876,average,train,What is this currency of russia,120
385,Rouble,0.5667318105697632,-0.08561911433935165,output,train,What is this currency of russia,120
386,Pound,-3.265216588973999,0.4920657277107239,average,train,What is this currency of england,120
387,Pound,0.38919705152511597,0.7645442485809326,output,train,What is this currency of england,120
388,Moscow,-4.022395133972168,-1.077804446220398,average,train,What is this capital of russia,120
389,Moscow,-0.16793011128902435,-1.0323431491851807,output,train,What is this capital of russia,120
390,London,-2.759214162826538,-0.8194947242736816,average,train,What is this capital of england,120
391,London,-0.36093437671661377,-0.3985520601272583,output,train,What is this capital of england,120
392,Rouble,0.8471524715423584,-0.6671013832092285,average,train,What 's russia 's currency,120
393,Rouble,0.5901471972465515,0.15351717174053192,output,train,What 's russia 's currency,120
394,Pound,2.1103334426879883,-0.40879178047180176,average,train,What 's england 's currency,120
395,Pound,0.6508090496063232,0.9631971120834351,output,train,What 's england 's currency,120
396,Moscow,1.3531548976898193,-1.9786620140075684,average,train,What 's russia 's capital,120
397,Moscow,-0.3922252655029297,-0.9606091380119324,output,train,What 's russia 's capital,120
398,London,2.616335868835449,-1.720352292060852,average,train,What 's england 's capital,120
399,London,-0.4715905785560608,-0.23136284947395325,output,train,What 's england 's capital,120
400,Rouble,-2.6059298515319824,-0.5140880346298218,average,dev,What currency is used in russia,120
401,Rouble,0.4857964515686035,-0.12122786045074463,output,dev,What currency is used in russia,120
402,Pound,-1.3427491188049316,-0.255778431892395,average,dev,What currency is used in england,120
403,Pound,0.14067959785461426,0.5538023114204407,output,dev,What currency is used in england,120
404,Moscow,-2.1331069469451904,-0.8520793318748474,average,dev,What is the capital and largest city of russia,120
405,Moscow,-0.20186589658260345,-1.0624182224273682,output,dev,What is the capital and largest city of russia,120
406,London,-0.8699257373809814,-0.5937697291374207,average,dev,What is the capital and largest city of england,120
407,London,-0.36404889822006226,-0.498809278011322,output,dev,What is the capital and largest city of england,120
408,Rouble,-0.3169957995414734,-0.0005153566598892212,average,dev,What 's the currency in russia,120
409,Rouble,0.5931552648544312,-0.12614044547080994,output,dev,What 's the currency in russia,120
410,Pound,0.9461849927902222,0.25779426097869873,average,dev,What 's the currency in england,120
411,Pound,0.6128265261650085,0.6674391031265259,output,dev,What 's the currency in england,120
412,Moscow,0.15582755208015442,-0.33850663900375366,average,dev,What 's the capital of russia,120
413,Moscow,-0.2581821084022522,-1.2541487216949463,output,dev,What 's the capital of russia,120
414,London,1.419008493423462,-0.08019697666168213,average,dev,What 's the capital of england,120
415,London,-0.21999062597751617,-0.6387125849723816,output,dev,What 's the capital of england,120
416,Rouble,-4.528397560119629,0.23375602066516876,average,train,What is this currency of russia,130
417,Rouble,0.5667318105697632,-0.08561911433935165,output,train,What is this currency of russia,130
418,Pound,-3.265216588973999,0.4920657277107239,average,train,What is this currency of england,130
419,Pound,0.38919705152511597,0.7645442485809326,output,train,What is this currency of england,130
420,Moscow,-4.022395133972168,-1.077804446220398,average,train,What is this capital of russia,130
421,Moscow,-0.16793011128902435,-1.0323431491851807,output,train,What is this capital of russia,130
422,London,-2.759214162826538,-0.8194947242736816,average,train,What is this capital of england,130
423,London,-0.36093437671661377,-0.3985520601272583,output,train,What is this capital of england,130
424,Rouble,0.8471524715423584,-0.6671013832092285,average,train,What 's russia 's currency,130
425,Rouble,0.5901471972465515,0.15351717174053192,output,train,What 's russia 's currency,130
426,Pound,2.1103334426879883,-0.40879178047180176,average,train,What 's england 's currency,130
427,Pound,0.6508090496063232,0.9631971120834351,output,train,What 's england 's currency,130
428,Moscow,1.3531548976898193,-1.9786620140075684,average,train,What 's russia 's capital,130
429,Moscow,-0.3922252655029297,-0.9606091380119324,output,train,What 's russia 's capital,130
430,London,2.616335868835449,-1.720352292060852,average,train,What 's england 's capital,130
431,London,-0.4715905785560608,-0.23136284947395325,output,train,What 's england 's capital,130
432,Rouble,-2.6059298515319824,-0.5140880346298218,average,dev,What currency is used in russia,130
433,Rouble,0.4857964515686035,-0.12122786045074463,output,dev,What currency is used in russia,130
434,Pound,-1.3427491188049316,-0.255778431892395,average,dev,What currency is used in england,130
435,Pound,0.14067959785461426,0.5538023114204407,output,dev,What currency is used in england,130
436,Moscow,-2.1331069469451904,-0.8520793318748474,average,dev,What is the capital and largest city of russia,130
437,Moscow,-0.20186589658260345,-1.0624182224273682,output,dev,What is the capital and largest city of russia,130
438,London,-0.8699257373809814,-0.5937697291374207,average,dev,What is the capital and largest city of england,130
439,London,-0.36404889822006226,-0.498809278011322,output,dev,What is the capital and largest city of england,130
440,Rouble,-0.3169957995414734,-0.0005153566598892212,average,dev,What 's the currency in russia,130
441,Rouble,0.5931552648544312,-0.12614044547080994,output,dev,What 's the currency in russia,130
442,Pound,0.9461849927902222,0.25779426097869873,average,dev,What 's the currency in england,130
443,Pound,0.6128265261650085,0.6674391031265259,output,dev,What 's the currency in england,130
444,Moscow,0.15582755208015442,-0.33850663900375366,average,dev,What 's the capital of russia,130
445,Moscow,-0.2581821084022522,-1.2541487216949463,output,dev,What 's the capital of russia,130
446,London,1.419008493423462,-0.08019697666168213,average,dev,What 's the capital of england,130
447,London,-0.21999062597751617,-0.6387125849723816,output,dev,What 's the capital of england,130
448,Rouble,-4.528397560119629,0.23375602066516876,average,train,What is this currency of russia,140
449,Rouble,0.5667318105697632,-0.08561911433935165,output,train,What is this currency of russia,140
450,Pound,-3.265216588973999,0.4920657277107239,average,train,What is this currency of england,140
451,Pound,0.38919705152511597,0.7645442485809326,output,train,What is this currency of england,140
452,Moscow,-4.022395133972168,-1.077804446220398,average,train,What is this capital of russia,140
453,Moscow,-0.16793011128902435,-1.0323431491851807,output,train,What is this capital of russia,140
454,London,-2.759214162826538,-0.8194947242736816,average,train,What is this capital of england,140
455,London,-0.36093437671661377,-0.3985520601272583,output,train,What is this capital of england,140
456,Rouble,0.8471524715423584,-0.6671013832092285,average,train,What 's russia 's currency,140
457,Rouble,0.5901471972465515,0.15351717174053192,output,train,What 's russia 's currency,140
458,Pound,2.1103334426879883,-0.40879178047180176,average,train,What 's england 's currency,140
459,Pound,0.6508090496063232,0.9631971120834351,output,train,What 's england 's currency,140
460,Moscow,1.3531548976898193,-1.9786620140075684,average,train,What 's russia 's capital,140
461,Moscow,-0.3922252655029297,-0.9606091380119324,output,train,What 's russia 's capital,140
462,London,2.616335868835449,-1.720352292060852,average,train,What 's england 's capital,140
463,London,-0.4715905785560608,-0.23136284947395325,output,train,What 's england 's capital,140
464,Rouble,-2.6059298515319824,-0.5140880346298218,average,dev,What currency is used in russia,140
465,Rouble,0.4857964515686035,-0.12122786045074463,output,dev,What currency is used in russia,140
466,Pound,-1.3427491188049316,-0.255778431892395,average,dev,What currency is used in england,140
467,Pound,0.14067959785461426,0.5538023114204407,output,dev,What currency is used in england,140
468,Moscow,-2.1331069469451904,-0.8520793318748474,average,dev,What is the capital and largest city of russia,140
469,Moscow,-0.20186589658260345,-1.0624182224273682,output,dev,What is the capital and largest city of russia,140
470,London,-0.8699257373809814,-0.5937697291374207,average,dev,What is the capital and largest city of england,140
471,London,-0.36404889822006226,-0.498809278011322,output,dev,What is the capital and largest city of england,140
472,Rouble,-0.3169957995414734,-0.0005153566598892212,average,dev,What 's the currency in russia,140
473,Rouble,0.5931552648544312,-0.12614044547080994,output,dev,What 's the currency in russia,140
474,Pound,0.9461849927902222,0.25779426097869873,average,dev,What 's the currency in england,140
475,Pound,0.6128265261650085,0.6674391031265259,output,dev,What 's the currency in england,140
476,Moscow,0.15582755208015442,-0.33850663900375366,average,dev,What 's the capital of russia,140
477,Moscow,-0.2581821084022522,-1.2541487216949463,output,dev,What 's the capital of russia,140
478,London,1.419008493423462,-0.08019697666168213,average,dev,What 's the capital of england,140
479,London,-0.21999062597751617,-0.6387125849723816,output,dev,What 's the capital of england,140
480,Rouble,-4.528397560119629,0.23375602066516876,average,train,What is this currency of russia,150
481,Rouble,0.5667318105697632,-0.08561911433935165,output,train,What is this currency of russia,150
482,Pound,-3.265216588973999,0.4920657277107239,average,train,What is this currency of england,150
483,Pound,0.38919705152511597,0.7645442485809326,output,train,What is this currency of england,150
484,Moscow,-4.022395133972168,-1.077804446220398,average,train,What is this capital of russia,150
485,Moscow,-0.16793011128902435,-1.0323431491851807,output,train,What is this capital of russia,150
486,London,-2.759214162826538,-0.8194947242736816,average,train,What is this capital of england,150
487,London,-0.36093437671661377,-0.3985520601272583,output,train,What is this capital of england,150
488,Rouble,0.8471524715423584,-0.6671013832092285,average,train,What 's russia 's currency,150
489,Rouble,0.5901471972465515,0.15351717174053192,output,train,What 's russia 's currency,150
490,Pound,2.1103334426879883,-0.40879178047180176,average,train,What 's england 's currency,150
491,Pound,0.6508090496063232,0.9631971120834351,output,train,What 's england 's currency,150
492,Moscow,1.3531548976898193,-1.9786620140075684,average,train,What 's russia 's capital,150
493,Moscow,-0.3922252655029297,-0.9606091380119324,output,train,What 's russia 's capital,150
494,London,2.616335868835449,-1.720352292060852,average,train,What 's england 's capital,150
495,London,-0.4715905785560608,-0.23136284947395325,output,train,What 's england 's capital,150
496,Rouble,-2.6059298515319824,-0.5140880346298218,average,dev,What currency is used in russia,150
497,Rouble,0.4857964515686035,-0.12122786045074463,output,dev,What currency is used in russia,150
498,Pound,-1.3427491188049316,-0.255778431892395,average,dev,What currency is used in england,150
499,Pound,0.14067959785461426,0.5538023114204407,output,dev,What currency is used in england,150
500,Moscow,-2.1331069469451904,-0.8520793318748474,average,dev,What is the capital and largest city of russia,150
501,Moscow,-0.20186589658260345,-1.0624182224273682,output,dev,What is the capital and largest city of russia,150
502,London,-0.8699257373809814,-0.5937697291374207,average,dev,What is the capital and largest city of england,150
503,London,-0.36404889822006226,-0.498809278011322,output,dev,What is the capital and largest city of england,150
504,Rouble,-0.3169957995414734,-0.0005153566598892212,average,dev,What 's the currency in russia,150
505,Rouble,0.5931552648544312,-0.12614044547080994,output,dev,What 's the currency in russia,150
506,Pound,0.9461849927902222,0.25779426097869873,average,dev,What 's the currency in england,150
507,Pound,0.6128265261650085,0.6674391031265259,output,dev,What 's the currency in england,150
508,Moscow,0.15582755208015442,-0.33850663900375366,average,dev,What 's the capital of russia,150
509,Moscow,-0.2581821084022522,-1.2541487216949463,output,dev,What 's the capital of russia,150
510,London,1.419008493423462,-0.08019697666168213,average,dev,What 's the capital of england,150
511,London,-0.21999062597751617,-0.6387125849723816,output,dev,What 's the capital of england,150
512,Rouble,-4.528397560119629,0.23375602066516876,average,train,What is this currency of russia,160
513,Rouble,0.5667318105697632,-0.08561911433935165,output,train,What is this currency of russia,160
514,Pound,-3.265216588973999,0.4920657277107239,average,train,What is this currency of england,160
515,Pound,0.38919705152511597,0.7645442485809326,output,train,What is this currency of england,160
516,Moscow,-4.022395133972168,-1.077804446220398,average,train,What is this capital of russia,160
517,Moscow,-0.16793011128902435,-1.0323431491851807,output,train,What is this capital of russia,160
518,London,-2.759214162826538,-0.8194947242736816,average,train,What is this capital of england,160
519,London,-0.36093437671661377,-0.3985520601272583,output,train,What is this capital of england,160
520,Rouble,0.8471524715423584,-0.6671013832092285,average,train,What 's russia 's currency,160
521,Rouble,0.5901471972465515,0.15351717174053192,output,train,What 's russia 's currency,160
522,Pound,2.1103334426879883,-0.40879178047180176,average,train,What 's england 's currency,160
523,Pound,0.6508090496063232,0.9631971120834351,output,train,What 's england 's currency,160
524,Moscow,1.3531548976898193,-1.9786620140075684,average,train,What 's russia 's capital,160
525,Moscow,-0.3922252655029297,-0.9606091380119324,output,train,What 's russia 's capital,160
526,London,2.616335868835449,-1.720352292060852,average,train,What 's england 's capital,160
527,London,-0.4715905785560608,-0.23136284947395325,output,train,What 's england 's capital,160
528,Rouble,-2.6059298515319824,-0.5140880346298218,average,dev,What currency is used in russia,160
529,Rouble,0.4857964515686035,-0.12122786045074463,output,dev,What currency is used in russia,160
530,Pound,-1.3427491188049316,-0.255778431892395,average,dev,What currency is used in england,160
531,Pound,0.14067959785461426,0.5538023114204407,output,dev,What currency is used in england,160
532,Moscow,-2.1331069469451904,-0.8520793318748474,average,dev,What is the capital and largest city of russia,160
533,Moscow,-0.20186589658260345,-1.0624182224273682,output,dev,What is the capital and largest city of russia,160
534,London,-0.8699257373809814,-0.5937697291374207,average,dev,What is the capital and largest city of england,160
535,London,-0.36404889822006226,-0.498809278011322,output,dev,What is the capital and largest city of england,160
536,Rouble,-0.3169957995414734,-0.0005153566598892212,average,dev,What 's the currency in russia,160
537,Rouble,0.5931552648544312,-0.12614044547080994,output,dev,What 's the currency in russia,160
538,Pound,0.9461849927902222,0.25779426097869873,average,dev,What 's the currency in england,160
539,Pound,0.6128265261650085,0.6674391031265259,output,dev,What 's the currency in england,160
540,Moscow,0.15582755208015442,-0.33850663900375366,average,dev,What 's the capital of russia,160
541,Moscow,-0.2581821084022522,-1.2541487216949463,output,dev,What 's the capital of russia,160
542,London,1.419008493423462,-0.08019697666168213,average,dev,What 's the capital of england,160
543,London,-0.21999062597751617,-0.6387125849723816,output,dev,What 's the capital of england,160
544,Rouble,-4.528397560119629,0.23375602066516876,average,train,What is this currency of russia,170
545,Rouble,0.5667318105697632,-0.08561911433935165,output,train,What is this currency of russia,170
546,Pound,-3.265216588973999,0.4920657277107239,average,train,What is this currency of england,170
547,Pound,0.38919705152511597,0.7645442485809326,output,train,What is this currency of england,170
548,Moscow,-4.022395133972168,-1.077804446220398,average,train,What is this capital of russia,170
549,Moscow,-0.16793011128902435,-1.0323431491851807,output,train,What is this capital of russia,170
550,London,-2.759214162826538,-0.8194947242736816,average,train,What is this capital of england,170
551,London,-0.36093437671661377,-0.3985520601272583,output,train,What is this capital of england,170
552,Rouble,0.8471524715423584,-0.6671013832092285,average,train,What 's russia 's currency,170
553,Rouble,0.5901471972465515,0.15351717174053192,output,train,What 's russia 's currency,170
554,Pound,2.1103334426879883,-0.40879178047180176,average,train,What 's england 's currency,170
555,Pound,0.6508090496063232,0.9631971120834351,output,train,What 's england 's currency,170
556,Moscow,1.3531548976898193,-1.9786620140075684,average,train,What 's russia 's capital,170
557,Moscow,-0.3922252655029297,-0.9606091380119324,output,train,What 's russia 's capital,170
558,London,2.616335868835449,-1.720352292060852,average,train,What 's england 's capital,170
559,London,-0.4715905785560608,-0.23136284947395325,output,train,What 's england 's capital,170
560,Rouble,-2.6059298515319824,-0.5140880346298218,average,dev,What currency is used in russia,170
561,Rouble,0.4857964515686035,-0.12122786045074463,output,dev,What currency is used in russia,170
562,Pound,-1.3427491188049316,-0.255778431892395,average,dev,What currency is used in england,170
563,Pound,0.14067959785461426,0.5538023114204407,output,dev,What currency is used in england,170
564,Moscow,-2.1331069469451904,-0.8520793318748474,average,dev,What is the capital and largest city of russia,170
565,Moscow,-0.20186589658260345,-1.0624182224273682,output,dev,What is the capital and largest city of russia,170
566,London,-0.8699257373809814,-0.5937697291374207,average,dev,What is the capital and largest city of england,170
567,London,-0.36404889822006226,-0.498809278011322,output,dev,What is the capital and largest city of england,170
568,Rouble,-0.3169957995414734,-0.0005153566598892212,average,dev,What 's the currency in russia,170
569,Rouble,0.5931552648544312,-0.12614044547080994,output,dev,What 's the currency in russia,170
570,Pound,0.9461849927902222,0.25779426097869873,average,dev,What 's the currency in england,170
571,Pound,0.6128265261650085,0.6674391031265259,output,dev,What 's the currency in england,170
572,Moscow,0.15582755208015442,-0.33850663900375366,average,dev,What 's the capital of russia,170
573,Moscow,-0.2581821084022522,-1.2541487216949463,output,dev,What 's the capital of russia,170
574,London,1.419008493423462,-0.08019697666168213,average,dev,What 's the capital of england,170
575,London,-0.21999062597751617,-0.6387125849723816,output,dev,What 's the capital of england,170
576,Rouble,-4.528397560119629,0.23375602066516876,average,train,What is this currency of russia,180
577,Rouble,0.5667318105697632,-0.08561911433935165,output,train,What is this currency of russia,180
578,Pound,-3.265216588973999,0.4920657277107239,average,train,What is this currency of england,180
579,Pound,0.38919705152511597,0.7645442485809326,output,train,What is this currency of england,180
580,Moscow,-4.022395133972168,-1.077804446220398,average,train,What is this capital of russia,180
581,Moscow,-0.16793011128902435,-1.0323431491851807,output,train,What is this capital of russia,180
582,London,-2.759214162826538,-0.8194947242736816,average,train,What is this capital of england,180
583,London,-0.36093437671661377,-0.3985520601272583,output,train,What is this capital of england,180
584,Rouble,0.8471524715423584,-0.6671013832092285,average,train,What 's russia 's currency,180
585,Rouble,0.5901471972465515,0.15351717174053192,output,train,What 's russia 's currency,180
586,Pound,2.1103334426879883,-0.40879178047180176,average,train,What 's england 's currency,180
587,Pound,0.6508090496063232,0.9631971120834351,output,train,What 's england 's currency,180
588,Moscow,1.3531548976898193,-1.9786620140075684,average,train,What 's russia 's capital,180
589,Moscow,-0.3922252655029297,-0.9606091380119324,output,train,What 's russia 's capital,180
590,London,2.616335868835449,-1.720352292060852,average,train,What 's england 's capital,180
591,London,-0.4715905785560608,-0.23136284947395325,output,train,What 's england 's capital,180
592,Rouble,-2.6059298515319824,-0.5140880346298218,average,dev,What currency is used in russia,180
593,Rouble,0.4857964515686035,-0.12122786045074463,output,dev,What currency is used in russia,180
594,Pound,-1.3427491188049316,-0.255778431892395,average,dev,What currency is used in england,180
595,Pound,0.14067959785461426,0.5538023114204407,output,dev,What currency is used in england,180
596,Moscow,-2.1331069469451904,-0.8520793318748474,average,dev,What is the capital and largest city of russia,180
597,Moscow,-0.20186589658260345,-1.0624182224273682,output,dev,What is the capital and largest city of russia,180
598,London,-0.8699257373809814,-0.5937697291374207,average,dev,What is the capital and largest city of england,180
599,London,-0.36404889822006226,-0.498809278011322,output,dev,What is the capital and largest city of england,180
600,Rouble,-0.3169957995414734,-0.0005153566598892212,average,dev,What 's the currency in russia,180
601,Rouble,0.5931552648544312,-0.12614044547080994,output,dev,What 's the currency in russia,180
602,Pound,0.9461849927902222,0.25779426097869873,average,dev,What 's the currency in england,180
603,Pound,0.6128265261650085,0.6674391031265259,output,dev,What 's the currency in england,180
604,Moscow,0.15582755208015442,-0.33850663900375366,average,dev,What 's the capital of russia,180
605,Moscow,-0.2581821084022522,-1.2541487216949463,output,dev,What 's the capital of russia,180
606,London,1.419008493423462,-0.08019697666168213,average,dev,What 's the capital of england,180
607,London,-0.21999062597751617,-0.6387125849723816,output,dev,What 's the capital of england,180
608,Rouble,-4.528397560119629,0.23375602066516876,average,train,What is this currency of russia,190
609,Rouble,0.5667318105697632,-0.08561911433935165,output,train,What is this currency of russia,190
610,Pound,-3.265216588973999,0.4920657277107239,average,train,What is this currency of england,190
611,Pound,0.38919705152511597,0.7645442485809326,output,train,What is this currency of england,190
612,Moscow,-4.022395133972168,-1.077804446220398,average,train,What is this capital of russia,190
613,Moscow,-0.16793011128902435,-1.0323431491851807,output,train,What is this capital of russia,190
614,London,-2.759214162826538,-0.8194947242736816,average,train,What is this capital of england,190
615,London,-0.36093437671661377,-0.3985520601272583,output,train,What is this capital of england,190
616,Rouble,0.8471524715423584,-0.6671013832092285,average,train,What 's russia 's currency,190
617,Rouble,0.5901471972465515,0.15351717174053192,output,train,What 's russia 's currency,190
618,Pound,2.1103334426879883,-0.40879178047180176,average,train,What 's england 's currency,190
619,Pound,0.6508090496063232,0.9631971120834351,output,train,What 's england 's currency,190
620,Moscow,1.3531548976898193,-1.9786620140075684,average,train,What 's russia 's capital,190
621,Moscow,-0.3922252655029297,-0.9606091380119324,output,train,What 's russia 's capital,190
622,London,2.616335868835449,-1.720352292060852,average,train,What 's england 's capital,190
623,London,-0.4715905785560608,-0.23136284947395325,output,train,What 's england 's capital,190
624,Rouble,-2.6059298515319824,-0.5140880346298218,average,dev,What currency is used in russia,190
625,Rouble,0.4857964515686035,-0.12122786045074463,output,dev,What currency is used in russia,190
626,Pound,-1.3427491188049316,-0.255778431892395,average,dev,What currency is used in england,190
627,Pound,0.14067959785461426,0.5538023114204407,output,dev,What currency is used in england,190
628,Moscow,-2.1331069469451904,-0.8520793318748474,average,dev,What is the capital and largest city of russia,190
629,Moscow,-0.20186589658260345,-1.0624182224273682,output,dev,What is the capital and largest city of russia,190
630,London,-0.8699257373809814,-0.5937697291374207,average,dev,What is the capital and largest city of england,190
631,London,-0.36404889822006226,-0.498809278011322,output,dev,What is the capital and largest city of england,190
632,Rouble,-0.3169957995414734,-0.0005153566598892212,average,dev,What 's the currency in russia,190
633,Rouble,0.5931552648544312,-0.12614044547080994,output,dev,What 's the currency in russia,190
634,Pound,0.9461849927902222,0.25779426097869873,average,dev,What 's the currency in england,190
635,Pound,0.6128265261650085,0.6674391031265259,output,dev,What 's the currency in england,190
636,Moscow,0.15582755208015442,-0.33850663900375366,average,dev,What 's the capital of russia,190
637,Moscow,-0.2581821084022522,-1.2541487216949463,output,dev,What 's the capital of russia,190
638,London,1.419008493423462,-0.08019697666168213,average,dev,What 's the capital of england,190
639,London,-0.21999062597751617,-0.6387125849723816,output,dev,What 's the capital of england,190
640,Rouble,-4.528397560119629,0.23375602066516876,average,train,What is this currency of russia,200
641,Rouble,0.5667318105697632,-0.08561911433935165,output,train,What is this currency of russia,200
642,Pound,-3.265216588973999,0.4920657277107239,average,train,What is this currency of england,200
643,Pound,0.38919705152511597,0.7645442485809326,output,train,What is this currency of england,200
644,Moscow,-4.022395133972168,-1.077804446220398,average,train,What is this capital of russia,200
645,Moscow,-0.16793011128902435,-1.0323431491851807,output,train,What is this capital of russia,200
646,London,-2.759214162826538,-0.8194947242736816,average,train,What is this capital of england,200
647,London,-0.36093437671661377,-0.3985520601272583,output,train,What is this capital of england,200
648,Rouble,0.8471524715423584,-0.6671013832092285,average,train,What 's russia 's currency,200
649,Rouble,0.5901471972465515,0.15351717174053192,output,train,What 's russia 's currency,200
650,Pound,2.1103334426879883,-0.40879178047180176,average,train,What 's england 's currency,200
651,Pound,0.6508090496063232,0.9631971120834351,output,train,What 's england 's currency,200
652,Moscow,1.3531548976898193,-1.9786620140075684,average,train,What 's russia 's capital,200
653,Moscow,-0.3922252655029297,-0.9606091380119324,output,train,What 's russia 's capital,200
654,London,2.616335868835449,-1.720352292060852,average,train,What 's england 's capital,200
655,London,-0.4715905785560608,-0.23136284947395325,output,train,What 's england 's capital,200
656,Rouble,-2.6059298515319824,-0.5140880346298218,average,dev,What currency is used in russia,200
657,Rouble,0.4857964515686035,-0.12122786045074463,output,dev,What currency is used in russia,200
658,Pound,-1.3427491188049316,-0.255778431892395,average,dev,What currency is used in england,200
659,Pound,0.14067959785461426,0.5538023114204407,output,dev,What currency is used in england,200
660,Moscow,-2.1331069469451904,-0.8520793318748474,average,dev,What is the capital and largest city of russia,200
661,Moscow,-0.20186589658260345,-1.0624182224273682,output,dev,What is the capital and largest city of russia,200
662,London,-0.8699257373809814,-0.5937697291374207,average,dev,What is the capital and largest city of england,200
663,London,-0.36404889822006226,-0.498809278011322,output,dev,What is the capital and largest city of england,200
664,Rouble,-0.3169957995414734,-0.0005153566598892212,average,dev,What 's the currency in russia,200
665,Rouble,0.5931552648544312,-0.12614044547080994,output,dev,What 's the currency in russia,200
666,Pound,0.9461849927902222,0.25779426097869873,average,dev,What 's the currency in england,200
667,Pound,0.6128265261650085,0.6674391031265259,output,dev,What 's the currency in england,200
668,Moscow,0.15582755208015442,-0.33850663900375366,average,dev,What 's the capital of russia,200
669,Moscow,-0.2581821084022522,-1.2541487216949463,output,dev,What 's the capital of russia,200
670,London,1.419008493423462,-0.08019697666168213,average,dev,What 's the capital of england,200
671,London,-0.21999062597751617,-0.6387125849723816,output,dev,What 's the capital of england,200
672,Rouble,-4.528397560119629,0.23375602066516876,average,train,What is this currency of russia,210
673,Rouble,0.5667318105697632,-0.08561911433935165,output,train,What is this currency of russia,210
674,Pound,-3.265216588973999,0.4920657277107239,average,train,What is this currency of england,210
675,Pound,0.38919705152511597,0.7645442485809326,output,train,What is this currency of england,210
676,Moscow,-4.022395133972168,-1.077804446220398,average,train,What is this capital of russia,210
677,Moscow,-0.16793011128902435,-1.0323431491851807,output,train,What is this capital of russia,210
678,London,-2.759214162826538,-0.8194947242736816,average,train,What is this capital of england,210
679,London,-0.36093437671661377,-0.3985520601272583,output,train,What is this capital of england,210
680,Rouble,0.8471524715423584,-0.6671013832092285,average,train,What 's russia 's currency,210
